
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Do not extract anything that is not in the text.

        Examples:

        Example 1 
/
goed
en
matig
detailhandelsuitstraling
matig
tot
goed
goed
accent
op
prijs
-
of
service
-
distributie
service
prijs
eigendomssituatie
detaillist
is
vaak
eigenaar
detaillist
is
bijna
nooit
ei
-
genaar
huurniveau
op
B-lokatie
niveau
op
A-lokatie
niveau
Zoals
al
blijkt
uit
de
tabel
is
de
detailhandelstructuur
in
de
Langestraat-noord
totaal
afwijkend
van
die
in
het
gebied
Hof
/
Krommestraat
.

Dit
heeft
zeker
consequenties
voor
de
mogelijkheden
van
een
PPP-project
hier
.

Ten
eerste
zorgt
de
combinatie
van
de
locatiewaarde
en
de
hogere
huren
voor
een
geringe
meerwaarde
van
de
panden
bij
herontwikkeling
.

Hierdoor
wordt
de
werking
van
de
WVG
discutabel
.

Deze
geringe
meerwaarde
kan
een
reden
voor
de
projectontwikkelaar
zijn
om
af
te
zien
van
het
werven
van
het
pand
via
de
abc-formule
.

Verder
vereisen
de
hogere
huren
een
Qrootschaliger
aanpak
van
het
project
.

Dit
betekent
onder
andere
dat
de
noodzakelijkheid
ontstaat
om
grote
consultbureaus
in
te
huren
en
een
grote
belegger
aan
te
trekken
.

Dus
wordt
hst
'
lokaal
houden
'
van
de
partijen
zeer
moeilijk
.
31
Ten
tweede
is
het
moeilijk
om
een
verbetering
van
de
detailhandelsuitstraling
te
bewerkstelli
-
gen
,
daar
deze
in
dit
gebied
al
zeer
sterk
aanwezig
is
.

Tenslotte
kan
het
'
stepping-stones'effect
(
beschreven
in
hoofdstuk
2
)
minder
gemakkelijk
bereikt
worden
,
daar
er
in
dit
gebied
weinig
detaillisten
eigenaar
zijn
van
hun
pand
en
er
veel
filiaalbedrijven
zijn
.

Daardoor
heerst
het
'
wij-gevoel
'
hier
minder
dan
in
de
Krommestraat
en
is
het
moeilijker
om
de
ondernemers
te
stimuleren
hun
(
gehuurde
)
pand
op
te
knappen
.

Verder
bleek
tijdens
de
gesprekken
met
de
participanten
van
het
PPP-project
Hof
/
Krommestraat
dat
er
nog
andere
verschillen
bestaan
tussen
beide
gebieden
die
een
dergelijk
PPP-project
in
de
Langestraat
bemoeilijken
.

Tot
nu
toe
is
er
nog
niet
een
sleutelpersoon
geweest
van
een
bepaalde
belegger
/
projectont
-
wikkelaar
die
een
duidelijk
persoonlijk
belang
stelt
in
de
detailhandelontwikkelingen
in
de
Langestraat
.

Oorzaak
hiervan
is
onder
meer
de
versnipperde
eigendomssituatie
van
panden
hier
.

Ook
ontbreekt
er
(
nog
)
een
duidelijke
problematiek
in
de
Langestraat
:
tot
op
heden
is
er
voldoende
bewinkeling
en
zijn
er
geen
negatieve
uitstralingselementen
zoals
in
de
Krom
-
mestraat
.
4.3.2
Conclusies
De
belangrijkste
belemmering
van
een
PPP-project
in
de
Langestraat-noord
is
geringe
meerwaar
-
de
van
herontwikkeling
van
panden
.

Dit
zorgt
ervoor
dat
het
moeilijk
is
om
de
private
partijen
ertoe
over
te
halen
om
hier
te
investeren
.

Bovendien
is
de
Langestraat-noord
(
nog
)
geen
probleemgebied
.

Derhalve
kan
de
conclusie
worden
getrokken
dat
in
de
Langestraat-noord
een
PPP-project
zoals
in
het
gebied
Hof
/
Krommestraat
niet
voor
de
hand
ligt
.

Of
er
desalniettemin
toch
voor
moet
worden
gekozen
om
met
behulp
van
het
WVG-instrument
bepaalde
ontwikkelingen
in
het
gebied
te
stimuleren
,
hangt
af
van
de
beoordeling
van
de
huidige
situatie
en
de
in
de
volgende
paragraaf
geschetste
scenario's
door
deskundigen
.
4.4
Het
vervolg
van
het
onderzoek
Langestraat-noord
4.4.1
Inleiding
De
conclusie
dat
een
PPP-project
in
de
Langestraat-noord
niet
mogelijk
is
op
de
wijze
waarop
deze
in
het
gebied
Hof
/
Krommestraat
had
plaatsgevonden
,
betekende
dat
het
vervolgonderzoek
Langestraat-noord
gericht
werd
op
het
onderzoeken
van
ontwikkelingsalternatieven
voor
het
gebied
.

Daarom
werden
gesprekken
gevoerd
met
deskundigen
op
het
gebied
van
distributiepla
-
nologie
.

Deze
gesprekken
leverden
een
duidelijk
beeld
op
van
de
ontwikkelingsalternatieven
die
de
Langestraat
heeft
.
4.4.2
Werkwijze
Bij
de
gesprekken
met
da
externe
deskundigen
werd
de
huidige
situatie
van
de
Langestraat
-
noord
voorgelegd
met
de
op
handen
zijnde
veranderingen
.

Vervolgens
werd
hun
gevraagd
een
mening
te
geven
over
de
geschetste
scenario's
voor
dit
gebied
.

Bovendien
werd
hun
mening
gevraagd
over
factoren
die
van
belang
zijn
voor
de
bewinkeling
van
een
gebied
,
zowel
in
algemene
zin
als
in
de
specifieke
situatie
die
bestaat
in
de
Langestraat-noord
.

Hierdoor
konden
de
gewenste
beleidsacties
voor
het
gebied
geformuleerd
worden
.

Figuur
4.1
:
Het
theoretisch
relatieschema
voor
de
bepaling
van
beleidsacties
voor
de
Lange
-
straat-noord
Scenario
’
s
-
-
-
-
-
-
Gebi
edskenmerken
Toekomstverwachting
Geleid
Theoretische
uitgangspunten
32
4.5
Schets
van
de
verschillende
scenario's
van
het
gebied
4.5.1
Inleiding
Voor
het
toekomstonderzoek
van
de
Langestraat-noord
is
gebruik
gemaakt
van
de
techniek
van
scenario's
.

Scenario's
bevatten
vier
elementen
(
G
.
de
Boer
en
P.J.J
.
v.d
.

Zant
,
1987
)
:
de
analyse
van
de
huidige
toestand
;
Dit
heeft
plaatsgevonden
door
literatuurstudie
en
gesprekken
.

verkennen
van
mogelijke
ontwikkelingen
;
Dit
resulteerde
in
vier
mogelijke
ontwikkelingen
voor
het
gebied
:
1
de
situatie
waarin
de
huidige
ontwikkelingen
zicht
voortzetten
;
2
een
situatie
waarbij
er
een
afname
van
de
bewinkeling
ontstaat
en
de
gemeente
een
actief
wervingsbeleid
en
voorwaardescheppend
beleid
gaat
voeren
;
3
een
situatie
waarbij
er
een
afname
bewinkeling
ontstaat
en
de
gemeente
geen
actief
wervingsbeleid
en
geen
actief
voorwaardescheppend
beleid
gaat
voeren
;
4
een
situatie
waarbij
er
zich
oftewel
een
afname
of
stabiliteit
van
de
bewinkeling
voordoet
en
de
overheid
een
voorwaardescheppend
beleid
gaat
voeren
.

het
ontwerpen
van
mogelijke
en
wenselijke
toekomstige
toestanden
;
Dit
resulteerde
in
vier
verschillende
scenario's
(
zie
verder
4.5.2
,
4.5.3
,
4.5.4
en
4.5.5
)
.

Voor
een
verdere
detaillering
van
deze
mogelijke
en
wenselijke
toekomstige
toestanden
werden
gesprekken
met
externe
deskundigen
gevoerd
(
zie
4.6
)
.

het
ontwerpen
van
reeksen
van
gebeurtenissen
die
vanuit
de
huidige
toestanden
naar
die
toekomst
zouden
kunnen
leiden
.

Dit
resulteerde
in
het
aangeven
van
beleidsconsequenties
voor
de
verschillende
scenario's
(
zie
verder
4.5.2
,
4.5.3
,
4.5.4
en
4.5.5
)
.
4.5.2
O-Scenario
Wanneer
de
detailhandelontwikkelingen
zich
doorzetten
volgens
de
huidige
trend
,
bestaat
er
een
grote
kans
dat
er
zich
meer
discountachtige-ondernemingen
en
zelfstandige
ondernemers
in
de
Langestraat-noord
gaan
vestigen
.

Dit
natuurlijke
proces
hoeft
niet
te
leiden
tot
een
afname
van
de
bewinkeling
in
dit
gebied
,
mits
een
belangrijke
trekker
als
C
&
A
in
het
gebied
gevestigd
blijft
.

De
consequenties
van
dit
scenario
zijn
dat
er
zich
een
soort
van
verkorting
van
het
kernwinkel
-
apparaat
gaat
voordoen
aan
de
noordoostzijde
.

Winkelend
publiek
van
de
binnenstad
zal
namelijk
niet
meer
aangetrokken
worden
voor
het
bezoeken
van
dit
deel
van
het
winkelgebied
.

Anderzijds
kan
de
bewinkeling
in
dit
gebied
op
peil
blijven
,
daar
de
toename
van
discountonder
-
nemingen
hier
tot
een
groter
autonoom
koopgedrag
kan
leiden
dan
nu
het
geval
is
.
4.5.3
Scenario
-
1
:
Het
voorwaardescheppende
beleidsscenario
Scenario
-
1
gaat
ervan
uit
dat
de
gemeente
een
voorwaardescheppend
detailhandelbeleid
in
de
Langestraat-noord
dient
te
voeren
om
de
bewinkeling
aldaar
op
een
goed
peil
te
houden
.

Er
wordt
hierbij
van
uitgegaan
dat
Amersfoort
zich
met
een
extreme
hoge
vloerproduktiviteit
van
de
detailhandel
wel
uitbreiding
van
het
kernwinkelapparaat
kan
veroorloven
zonder
dat
dit
hoeft
te
leiden
tot
aantasting
van
het
huidige
aanbod
.

Belangrijke
randvoorwaarden
hiervoor
zijn
dat
de
regionale
trekkracht
toeneemt
en
/
of
dat
de
verblijfstijd
van
de
consument
in
de
binnen
-
stad
wordt
verlengd
.

Door
het
voeren
van
voorwaardescheppend
beleid
kan
de
gemeente
deze
verblijfstijdverlenging
stimuleren
.

Dit
beleid
dient
met
name
in
de
Langestraat-noord
gevoerd
te
worden
,
daar
dit
gebied
het
meest
bedreigd
wordt
door
afname
van
bewinkeling
wanneer
de
verblijfstijd
van
de
consument
niet
toeneemt
.
33
Acties
van
de
gemeente
om
dit
beleid
gestalte
te
geven
zijn
onder
andere
het
stimuleren
van
het
gebruik
van
de
parkeergarages
in
het
noordoostelijk
segment
en
het
(
extra
)
zorg
dragen
voor
een
kwaliteitsverbetering
van
de
verblijfsomgeving
Langestraat-noord
als
winkelgebied
(
het
toepassen
van
de
Wet
Voorkeursrecht
Gemeenten
kan
een
stimulans
zijn
voor
eigenaren
om
hun
pand
op
te
knappen
en
hierdoor
bepaalde
huurders
aan
te
trekken
)
.

Tenslotte
dient
de
gemeente
een
duidelijke
brancheringstrategie
te
volgen
in
de
Westelijke
Schil
die
de
verplaatsing
van
ondernemingen
uit
de
Langestraat-noord
naar
de
Westelijke
Schil
afremt
.
4.5.4
Scenario
2
:
Het
actieve
wervingsbeleidsscenario
Scenario
-
2
gaat
ervan
uit
dat
de
gemeente
het
WVG-instrument
zal
inzetten
om
daadwerkelijk
te
komen
tot
de
aankoop
van
panden
.

Hiermee
kan
dan
sturend
worden
opgetreden
in
de
kwaliteits
-
en
brancheringsontwikkelingen
van
de
detailhandel
in
het
gebied
,
zodat
het
gebied
deel
blijft
uitmaken
van
het
kemwinkelapparaat
Amersfoort
.

De
gedachtengang
hierbij
is
dat
een
actief
wervingsbeleid
van
de
gemeente
in
dit
gebied
noodzakelijk
is
om
een
neerwaartse
spiraal
van
kwalitatieve
achteruitgang
van
de
detailhandels
-
uitstraling
tegen
te
gaan
.

Zonder
dit
beleid
zal
de
bewinkeling
hier
anders
sterk
afnemen
en
zal
het
gebied
niet
meer
behoren
tot
het
kemwinkelapparaat
Amersfoort
.

De
belangrijkste
actie
die
de
gemeente
moet
nemen
om
dit
beleid
ten
uitvoer
te
brengen
is
het
overgaan
tot
koop
van
panden
.

Door
de
hoge
koopsom
die
de
gemeente
voor
panden
in
dit
gebied
moet
betalen
bestaat
het
risico
dat
het
bedrijfsleven
deze
panden
niet
wil
overkopen
.

Consequentie
hiervan
is
dat
de
gemeente
deze
panden
zelf
dient
te
verkopen
aan
detaillisten
.

Om
hierbij
een
gewenste
detailhandelontwikkeling
te
krijgen
zal
de
gemeente
enerzijds
een
strenge
selectie
van
ondernemers
naar
segmentatie
en
branchering
moeten
volgen
en
anderzijds
eisen
moeten
stellen
aan
de
geselecteerde
ondernemers
over
de
verbetering
van
de
panden
.

Door
dit
stringente
verhuurbeleid
loopt
de
gemeente
het
risico
dat
de
aangekochte
panden
een
lange
tijd
leeg
staan
en
hoge
beheerskosten
hiervan
het
gevolg
zijn
.

Kortom
,
het
volgen
van
een
actief
wervingsbeleid
in
dit
gebied
door
de
gemeente
heeft
veel
risico's
en
heeft
daarom
een
grote
kans
te
mislukken
.
4.5.5
Scenario
3
:
Het
'
downgradings'scenario
Volgens
scenario
-
3
voert
de
gemeente
geen
duidelijk
stimulerend
beleid
in
de
Langestraat-noord
.

Door
de
uitbreidingen
in
de
Westelijke
Schil
en
de
mogelijkheid
om
daar
een
circuit
te
lopen
krijgt
men
hier
te
maken
met
een
afname
van
de
bewinkeling
.

Dit
betekent
leegloop
van
ondernemingen
en
daling
van
de
huren
.

Dit
laatste
geeft
de
mogelijkheid
voor
de
gemeente
om
tegen
relatief
lage
kosten
panden
te
werven
en
wellicht
de
mogelijkheid
om
hier
een
nieuw
PPP
-
project
te
beginnen
.

Hierdoor
kunnen
nieuwe
impulsen
gegeven
worden
aan
het
gebied
en
kan
een
nieuwe
brancheringstructuur
tot
stand
worden
gebracht
in
een
gebied
dat
na
een
'
downgra
-
ding
'
weer
komt
tot
een
'
upgrading
'
.

Dit
zou
een
winkelgebied
kunnen
opleveren
gelijkend
op
dat
van
de
Krommestraat
.

De
relatie
van
dit
gebied
met
het
gebied
in
de
Langestraat
achter
de
Hof
,
dat
gekenmerkt
wordt
door
een
winkelaanbod
met
veel
ondernemingen
in
het
hoogwaar
-
dige
marktsegment
,
zou
dan
een
logische
geworden
zijn
.

Filosofie
is
dat
alleen
door
'
downgrading
'
van
het
gebied
veranderingen
in
de
brancheringstruc
-
tuur
door
de
overheid
tot
stand
gebracht
kunnen
worden
.

De
onmogelijkheid
voor
de
gemeente
om
hier
in
de
huidige
situatie
veranderingen
in
de
brancheringstructuur
door
te
voeren
maakt
de
passieve
houding
van
de
gemeente
legitiem
.

Het
gevaar
dat
het
downgradingsproces
met
zich
mee
kan
brengen
is
dat
het
zulke
negatieve
gevolgen
heeft
voor
de
locatie
,
dat
niemand
er
meer
wil
investeren
(
zelfs
niet
bij
een
enorme
daling
van
de
koopsommen
van
de
panden
)
.

Dit
is
bijvoorbeeld
het
geval
wanneer
een
trekker
als
C
&
A
hier
vertrekt
.
34
tabel
4.2
:
Samenvatting
van
de
verschillen
bij
de
scenario's
variabele
O-scenario
scenario
1
scenario
2
?

scenario
3
grootte
kern
-
winkelapparaat
0
+
+
eerst
0
,
later
+
bewinkeling
0
0
of
-
-
winkelaanbod
discount
+
zelfstandi
-
gen
+
exclusiviteit
+
exclusiviteit
+
eerst
:
kwaliteit
-
latenkwaliteit
+
actief
voor
-
waardeschep
-
pend
beleid
nee
ja
ja
nee
,
later
wel
actief
wervingsbeleid
nee
nee
ja
nee
,
later
wel
|
4.6
Resultaten
gesprekken
met
deskundigen
4.6.1
Inleiding
Bij
de
gesprekken
met
deskundigen
is
er
gebruik
gemaakt
van
het
trechter-principe
,
dat
wil
zeggen
dat
het
gesprek
van
algemeen
naar
specifiek
werd
geleid
.

Via
abstracte
,
algemene
vraagstellingen
over
bewinkeling
en
verblijfstijdverlenging
werd
dus
langzamerhand
gewerkt
naar
de
concrete
stellingname
van
de
deskundigen
over
de
scenario's
voor
de
Langestraat
-
noord
.

Deze
structuur
wordt
in
dit
rapport
behouden
.

Dit
betekent
dat
eerst
de
meningen
van
de
deskundigen
over
algemene
vraagstellingen
behandeld
worden
en
daarna
pas
wordt
ingegaan
op
de
meningen
van
de
deskundigen
over
de
detailhandelontwikkelingen
in
de
Langestraat-noord
.
4.6.2
Algemeen
Factoren
van
belang
voor
verlenging
verblijfstijd
Zoals
al
geschetst
is
in
het
O-scenario
geeft
verlenging
van
de
verblijfstijd
de
mogelijkheid
om
de
consument
een
groter
deel
van
het
winkelgebied
te
laten
zien
.

Dat
dit
voor
de
Langestraat
-
noord
van
bijzonder
groot
belang
is
,
hangt
samen
met
het
feit
dat
veel
consumenten
aan
de
rand
aangekomen
van
dit
gebied
vinden
dat
het
'
wel
mooi
is
geweest
'
en
omkeren
.

Wanneer
de
consument
nu
langer
wil
verblijven
in
de
winkelstad
bestaat
de
kans
dat
hij
/
zij
dit
gedeelte
ook
meer
gaat
bezoeken
.

De
meestgenoemde
factoren
die
invloed
hebben
op
deze
verblijfstijd
hebben
te
maken
met
:
*
de
bereikbaarheid
van
het
gebied
Door
de
bronpunten
van
de
verkeersstromen
dicht
bij
het
kernwinkelapparaat
te
plaatsen
,
wordt
de
tijd
besteed
in
het
kernwinkelapparaat
zo
lang
mogelijk
gehouden

.

*
de
belevingswaarde
van
de
binnenstad
Dit
wordt
onder
andere
bepaald
door
het
aanbod
van
de
horeca
,
de
aanwezigheid
van
studenten
en
de
historiciteit
.

Het
auto-vrij
maken
van
de
binnenstad
is
een
middel
waarmee
deze
belevingswaaarde
verhoogd
kan
worden
en
de
consument
langer
in
een
dergelijk
milieu
wil
verblijven
.

het
winkelaanbod
Om
de
consument
lang
in
de
binnenstad
vast
te
kunnen
houden
moet
het
winkelaanbod
zowel
breed
als
diep
zijn
.

Wat
betreft
het
laatstgenoemde
zijn
er
nog
wel
verbeteringen
mogelijk
in
het
Amersfoortse
kernwinkelapparaat
.
35
•
het
oevoel
vgn
veiligheid
in
het
gebied
Niet
alleen
het
eigen
lijf
moet
veilig
zijn
in
het
gebied
,
maar
ook
bijvoorbeeld
de
fiets
.

Goed
bewaakte
fietsenstallingen
kunnen
hierdoor
positieve
invloed
hebben
op
de
verblijfstijd
van
de
consument
in
het
kemwinkelapparaat
.

Factoren
die
de
grootste
invloed
hebben
op
bewinkeiing
in
deeJmüieu
van
kemwinkelapparaat
De
meest
genoemde
factoren
van
invloed
op
bewinkeiing
zijn
:
•
De
aanwezigheid
van
trekkers
•
De
aanwezigheid
van
voldoende
parkeergelegenheid
OP
korte
afstand
*
De
mogelijkheid
om
een
aantrekkelijke
circuitroute
te
lopen
Van
deze
factoren
schiet
de
Langestraat-noord
op
enkel
het
laatste
punt
tekort
.

Voor
de
prioriteitsstelling
van
het
detailhandelbeleid
is
het
ook
interessant
om
te
weten
welke
(
gesuggereerde
)
factoren
van
invloed
op
bewinkeiing
,
niet
genoemd
werden
:
het
aanzicht
van
de
panden
,
de
relatieve
ligging
in
het
kemwinkelapparaat
,
de
horeca-voorzieningen
,
de
filialise
-
ring
en
de
winkeldichtheid
.
4.6.3
Perspectief
Langestraat-noord
Stabiliteit
of
afname
bewinkeiing
Langestraat-noord
?

Men
is
het
erover
eens
dat
er
zich
in
het
gebied
Langestraat-noord
in
principe
geen
afname
van
de
bewinkeiing
hoeft
voor
te
doen
,
maar
dat
de
winkeluitbreidingen
in
de
Westelijke
Schil
in
ieder
geval
wel
een
zekere
invloed
hebben
op
de
detailhandelstructuur
in
het
gebied
.

Essentiële
beleidspunten
voor
stabiliteit
/
verbetering
van
bewinkeiing
Het
meest
essentiële
beleidspunt
voor
een
stabiliteit
van
de
bewinkeiing
is
volgens
de
deskundi
-
gen
het
behoud
van
C
&
A
in
het
gebied
.

Andere
beleidspunten
die
door
meer
dan
één
deskundige
genoemd
werden
als
belangrijk
beleids
-
punt
gelden
:
•
het
behouden
/
versterken
van
kwalitatief
hoogwaardige
ondernemingen
;
•
zorgen
voor
een
toevoer
van
verkeer
naar
het
aanloopgebied
(
de
Kamp
)
en
*
het
creëren
van
een
duidelijk
identiteit
(
branchering
/
segmentering
)
van
het
gebied
.

Niet
genoemd
als
belangrijke
beleidspunten
zijn
:
verbetering
van
de
bestrating
,
het
vestigen
van
zachte
horeca-bedrijven
in
het
gebied
,
ervoor
zorg
dragen
dat
de
panden
in
het
gebied
opge
-
knapt
worden
en
sterke
promotie
van
het
gebied
.

Beoordeling
scenario's
wat
betreft
mogelijkheid
en
wenselijkheid
Scenario
1
verdient
van
drie
deskundigen
de
voorkeur
.

De
argumentatie
hiervoor
is
echter
niet
overtuigend
:
gewezen
wordt
op
de
onwenselijkheid
van
de
andere
scenario's
,
en
daarom
wordt
er
voor
scenario
1
gekozen
.

Twee
deskundigen
geven
verder
aan
dat
er
gestreefd
dient
te
worden
naar
de
creatie
van
een
haltervormig
kemwinkelapparaat
.

Het
streven
naar
samen
-
werking
met
private
partners
om
dit
te
bewerkstelligen
dient
hierbij
de
hoogste
prioriteit
te
krijgen
.

Het
O-Scenario
wordt
door
één
deskundige
als
meest
wenselijke
beschouwd
.

Hierbij
wordt
wel
opgemerkt
dat
een
sturing
van
het
'
natuurlijk
proces
'
door
de
overheid
een
goede
zaak
is
.

Een
groot
voordeel
van
dit
scenario
is
(
naast
de
financiële
voordelen
)
de
mogelijkheid
van
het
ontstaan
van
een
duidelijk
deelmilieu
.

De
scenario's
2
en
3
worden
door
alle
deskundigen
duidelijk
verworpen
.

Scenario
2
wordt
niet
als
wenselijk
gezien
daar
de
financiële
risico's
voor
de
gemeente
te
hoog
zijn
.

Scenario
3
is
niet
wenselijk
,
omdat
de
gemeente
vanuit
haar
maatschappelijke
verantwoordelijk
-
heid
geen
passieve
houding
kan
en
mag
hebben
in
situaties
waarin
niet-wenselijke
ontwikkelin
-
gen
zich
voordoen
.

Bovendien
meent
men
dat
de
'
downgrading
'
uit
dit
scenario
zich
niet
zo
snel
zal
voor
doen
,
daar
een
gemeente
dit
altijd
zal
tegengaan
.
36
4.7
Conclusies
De
belangrijkste
conclusies
uit
dit
hoofdstuk
zijn
:
*
Het
opstarten
van
een
PPP-project
volgens
de
constructie
Hof
/
Krommestraat
in
het
gebied
Langestraat-noord
is
op
dit
moment
moeilijk
te
verwezenlijken
,
daar
dit
gebied
totaal
verschilt
van
het
gebied
Hof
/
Krommestraat
en
daardoor
belangrijke
voorwaardescheppende
factoren
mist
die
een
dergelijk
project
voor
projectontwikkelaars
en
beleggers
aantrekkelijk
maakt
.

De
winkeluitbreidingen
in
de
Westelijke
Schil
kunnen
zeker
verlenging
van
de
verblijfstijd
betekenen
,
mits
het
winkelaanbod
van
het
kernwinkelapparaat
ook
duidelijk
dieper
wordt

.

•
Het
zorg
dragen
voor
goede
toevoer
naar
de
bronpunten
van
het
winkelgebied
(
door
bijvoorbeeld
het
duidelijk
aangeven
van
de
parkeergarages
aan
de
belangrijkste
toevoerwe
-
gen
)
en
hierbij
ervoor
zorgen
dat
deze
bronpunten
voldoende
capaciteit
bezitten
is
van
groot
belang
voor
de
bewinkeling
in
de
Langestraat-noord

.

*
Trekkers
zijn
van
essentieel
belang
voor
de
bewinkeling
in
een
deelmilieu
van
het
kernwin
-
kelapparaat
.

Het
behoud
van
C
&
A
in
dit
gebied
verdient
daarom
de
hoogste
beleidsprioriteit
wil
men
de
bewinkeling
in
dit
gebied
op
peil
houden

.

*
Het
aanzicht
van
panden
hoort
volgens
de
deskundigen
niet
tot
de
meest
belangrijke
aspecten
die
de
bewinkeling
in
een
gebied
bepalen
en
het
opknappen
van
panden
wordt
door
hen
dan
ook
niet
als
zeer
belangrijk
beleidspunt
genoemd
voor
de
ontwikkeling
in
Langestraat-noord

.

*
Alle
deskundigen
verwerpen
de
beleidsoptie
van
de
gemeente
om
over
te
gaan
tot
de
aankoop
van
onder
de
Wet
Voorkeursrecht
Gemeente
gebrachte
panden

.

*
Volgens
de
deskundigen
zal
er
zeker
een
invloed
uitgaan
van
de
uitbreidingen
in
de
Westelijke
Schil
op
de
detailhandelontwikkelingen
in
de
Langestraat-noord
,
maar
dit
hoeft
niet
te
betekenen
dat
de
bewinkeling
in
dit
gebied
ook
zal
afnemen
.

De
gemeente
dient
wel
een
duidelijke
beleidsoptie
aangaande
dit
gebied
te
bepalen
en
hierop
haar
acties
af
te
stemmen
,
wil
zij
een
positieve
bijdrage
leveren
aan
de
ontwikkeling
in
dit
gebied

.

*
De
wenselijkheid
om
een
beleid
te
voeren
volgens
scenario
-
1
wordt
door
op
één
na
alle
deskundigen
onderkend
.

Eén
deskundige
kiest
voor
het
O-scenario
,
maar
vindt
dat
de
overheid
bij
het
'
natuurlijke
proces
'
wel
een
voorwaardescheppend
beleid
mag
voeren
om
de
ontwikkelingen
in
de
Langestraat-noord
te
stimuleren

.

*
Over
de
mogelijke
nieuwe
kansen
die
de
Langestraat-noord
heeft
,
zijn
duidelijk
twee
verschillende
meningen
te
onderkennen
.

Enerzijds
zijn
er
deskundigen
die
de
mening
zijn
toegedaan
dat
dit
gebied
,
ondanks
de
handicaps
,
een
tweede
zwaartepunt
van
het
kernwinkelapparaat
Amersfoort
moet
worden
en
zodoende
een
haltervorming
kernwinkelap
-
paraat
gecreëerd
kan
worden
.

Anderzijds
is
er
de
mening
van
een
deskundige
dat
het
gebied
zich
dient
te
ontwikkelen
tot
'
hoogwaardig
discountgebied
'
.
37
1
5
CONCLUSIES
EN
AANBEVELINGEN
5.1
Conclusies
EVALUATIE
HOF
/
KROMMESTRAAT
Meerwaarde
van
het
project
Uit
de
evaluatie
van
het
PPP-project
Hof
/
Krommestraat
komt
naar
voren
dat
het
project
een
succesvolle
formule
is
gebleken
om
in
een
klein
winkelgebied
op
B-locatie
een
imagoverbetering
en
toename
van
de
bewinkeling
te
kunnen
genereren
.

Een
belangrijke
bijdrage
bij
de
realisering
van
deze
twee
belangrijkste
doelstellingen
van
het
PPP-project
heeft
de
WVG
geleverd
.

Hieruit
volgt
dat
de
gemeente
een
zeer
grote
rol
heeft
vervuld
bij
het
slagen
van
het
PPP-project
.

De
WVG
heeft
ervoor
gezorgd
dat
een
aantal
panden
op
strategische
locaties
herontwikkeld
en
verhuurd
konden
worden
aan
geselecteerde
ondernemers
.

Hierdoor
werd
de
uitstraling
van
de
noordelijke
Hof
zeker
verbeterd
.

Maar
nog
belangrijker
is
geweest
dat
het
onder
de
werking
van
deze
wet
stellen
van
een
groot
aaneengesloten
gebied
een
positieve
invloed
heeft
gehad
op
het
imago
en
de
bewinkeling
van
het
gebied
.

Uit
gespreksvoering
met
de
ondernemers
gevestigd
in
of
nabij
het
gebied
dit
gebied
bleek
duidelijk
dat
vooral
zij
een
imagoverbetering
en
toename
van
de
bewinkeling
van
hun
gebied
ervaarden
.

Bovendien
blijkt
uit
een
objectieve
kijk
naar
de
veranderingen
in
het
gehele
gebied
Hof
/
Krommestraat
,
dat
de
grootste
kwalitatieve
en
kwantita
-
tieve
verandering
van
het
winkelaanbod
zich
in
en
nabij
het
WVG-gebied
hebben
voorgedaan
.

Dit
succes
in
het
middendeel
van
de
Krommestraat
geeft
tegelijkertijd
ook
aan
waar
het
project
in
bepaalde
mate
gefaald
heeft
:
het
succes
heeft
zich
enkel
in
een
betrekkelijk
klein
deelgebied
van
het
projectgebied
voorgedaan
,
namelijk
enkel
in
en
nabij
het
gebied
waar
de
WVG
van
racht
is
.

Vooral
in
het
achterste
deel
van
de
Krommestraat
duidden
de
beoordelingen
van
de
ndememers
over
de
veranderingen
in
het
gebied
helemaal
niet
op
een
succesvol
project
.

ègenvallend
was
verder
de
beperkte
mate
waarin
de
herontwikkeling
van
panden
door
de
projectgroep
heeft
geleid
tot
de
algehele
face-lift
van
panden
door
ondernemers
en
eigenaren
.

Tenslotte
zijn
een
aantal
belangrijke
onderdelen
van
de
verbetering
van
het
openbaar
gebied
Hof
/
Krommestraat
niet
tot
stand
gekomen
.

Genoemd
kunnen
worden
het
opknappen
van
de
stegen
in
het
gebied
en
de
verbetering
van
de
aansluiting
van
de
Krommestraat
op
de
Lange
-
straat
.

Het
tot
stand
brengen
van
de
Krommestraat
als
belangrijke
schakel
tussen
Koppelgebied
en
Langestraat
is
eveneens
niet
tot
stand
gekomen
.

Redenen
hiervoor
zijn
het
missen
van
een
duidelijke
trekpoot
in
het
