
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Only extract entities that are in the text. Follow the annotation rules.
        
        Annotation rules:
64
51
32
een
andere
gemeente
koopt
wel
dagelijks
benodigde
goederen
in
25
36
49
68
een
andere
gemeente
ÏÖÖ
100
100
ÏÖÖ
bron
:
huishoudensenquête
De
sterke
gerichtheid
van
vóór
-
1971
-
gevestigden
(
autochtonen
)
op
de
eigen
winkelvoorzieningen
komt
ook
tot
uitdrukking
wanneer
naar
de
hoeveelheid
gekochte
goederen
wordt
gekeken
.

Van
de
autochtone
groep
koopt
bijna
de
helft
gemiddeld
95%
van
hun
dagelijks
benodigde
goe
-
deren
in
het
dichtstbijzijnde
winkelcentrum
,
terwijl
slechts
een
vijfde
van
de
recentgevestigden
(
1980
-
1981
)
dit
doet
.

De
korte
woon
-
duur
van
laatstgenoemde
groep
beïnvloedt
ook
de
koopgerichtheid
op
winkelvoorzieningen
elders
in
Nieuwegein
.

Tabel
3.8
.
:
koopgerichtheid
van
huishoudens
(
in
%
)
op
winkelvoor
-
zieningen
elders
in
Nieuwegein
naar
vestigingsjaar
voor
1971
(
n
=
122
)
1971
-
1975
(
n
=
72
)
1976
-
1979
(
n
=
232
)
1980
-
1981
(
n
=
161
)
koopt
geen
dagelijks
benodigde
goederen
34
29
31
48
elders
in
Nieuwegein
koopt
wel
dagelijks
benodigde
goederen
66
71
69
52
elders
in
Nieuwegein
100
ÏÖÖ
ÏÖÖ
ÏÖÖ
bron
:
huishoudensenquête
Uit
het
relatief
hoge
percentage
recentgevestigde
huishoudens
dat
geen
dagelijks
benodigde
goederen
elders
in
Nieuwegein
koopt
(
48%
)
en
het
relatief
hoge
percentage
van
deze
groep
(
68%
)
dat
zich
richt
op
winkelvoorzieningen
in
een
andere
gemeente
,
valt
af
te
leiden
dat
zij
nog
niet
goed
op
de
hoogte
zijn
met
alle
mogelijkheden
,
die
het
nieuwe
woonmilieu
biedt
.

De
huishoudens
zitten
in
een
gewennings
-
fase
,
waarbij
zij
-
indien
mogelijk
-
nog
regelmatig
terugvallen
op
hun
oude
woonmilieu
.

Dit
blijkt
ook
wanneer
naar
de
koopgerichtheid
wordt
gekeken
in
relatie
tot
de
herkomst
van
huishoudens
.

vorige
woongemeente
De
invloed
van
de
vorige
woongemeente
komt
tot
uitdrukking
in
de
verschillen
in
koopgerichtheid
op
winkelvoorzieningen
in
andere
ge
-
meenten
.

Om
een
vergelijkingsbasis
te
hebben
is
ook
de
koopgericht
-
heid
van
de
autochtonen
ten
aanzien
van
deze
winkelvoorzieningen
op
-
genomen
.

NB
:
H
/
A
.23
-
24
-
Tabel
3.9
:
koopgerichtheid
van
huishoudens
(
in
%
)
op
winkelvoor
-
zieningen
in
een
andere
gemeente
naar
voormalige
woon
-
gemeente
Utrecht
overige
gem
.
overige
gem
.
autoch
-
(
n
=
254
)
prov
.

Utrecht
(
n
=
64
)
(
n
=
140
)
tonen
(
n
=
122
)
koopt
geen
dagelijks
benodigde
goederen
in
42
41
56
75
een
andere
gemeente
koopt
wel
dagelijks
benodigde
goederen
in
58
59
44
.
25
een
andere
gemeente
100
ÏÖÖ
ÏÖÖ
ÏÖÖ
bron
:
huishoudensenquête
De
verschillen
doen
zich
met
name
voor
tussen
de
uit
een
andere
ge
-
meente
afkomstige
huishoudens
en
de
autochtonen
.

Maar
er
zijn
ook
verschillen
in
koopgerichtheid
tussen
de
huishoudens
afkomstig
uit
Utrecht
en
andere
gemeenten
uit
de
provincie
Utrechten
de
huishou
-
dens
afkomstig
uit
andere
delen
van
het
land
.

Van
de
eerste
groep
richt
meer
dan
de
helft
zich
op
winkelvoorzieningen
in
een
andere
gemeente
;
doorgaans
de
voormalige
woonplaats
.

Als
gevolg
van
de
na
-
bije
ligging
van
de
vorige
woonplaats
zijn
deze
huishoudens
in
staat
om
daar
nog
regelmatig
dagelijks
benodigde
goederen
te
kopen
.

werkgemeente
Als
gevolg
van
de
zeer
ongelijke
verdeling
van
zowel
respondenten
als
partners
over
de
werkgemeenten
(
de
meesten
werken
in
Utrecht
)
is
het
niet
makkelijk
wat
te
zeggen
over
de
verschillen
in
koopgericht
-
heid
,
die
verband
houden
met
het
werken
in
een
bepaalde
gemeente
.

Toch
zijn
er
wel
verschillen
in
koopgerichtheid
te
constateren
;
met
name
daar
waar
het
gaat
om
in
Nieuwegein
werkende
,
elders
werkende
en
niet-werkende
respondenten
.

Omdat
vrouwen
doorgaans
het
meest
be
-
trokken
zijn
bij
het
koopproces
van
dagelijks
benodigde
goederen
,
wordt
alleen
gekeken
naar
de
vrouwelijke
respondenten
(
n
=
459
)
.

De
verschillen
in
koopgerichtheid
komen
op
tweeërlei
manier
tot
uit
-
drukking
.

Zo
koopt
een
vijfde
van
de
werkende
,
vrouwelijke
respondenten
(
n
=
153
)
gemiddeld
95%
in
het
dichtstbijzijnde
winkelcentrum
,
terwijl
een
derde
van
de
niet-werkende
,
vrouwelijke
respondenten
(
n
=
306
)
dit
doet
.

Nog
duidelijker
komen
de
verschillen
naar
voren
daar
waar
het
de
koopgerichtheid
op
winkelvoorzieningen
in
een
andere
gemeente
be
-
treft
.

Wanneer
de
groep
vrouwelijke
respondenten
,
die
in
Nieuwegein
werkt
of
geen
beroep
buitenshuis
heeft
,
vergeleken
wordt
met
de
groep
respondenten
,
die
in
Utrecht
of
een
andere
gemeente
werkt
,
dan
blijkt
het
volgende
:
NB
:
H
/
A
.24
-
25
-
Tabel
3.10
:
koopgerichtheid
van
vrouwelijke
respondenten
(
in
%
)
naar
werkgemeente
vr
.
respondenten
met
werkgemeente
Nieuwe
-
gein
of
geen
beroep
buitenshuis
(
n
=
359
)
vr
.
respondenten
met
werkgemeente
Utrecht
of
andere
gemeente
(
n
=
100
)
koopt
geen
dagelijks
benodigde
goederen
in
een
andere
gemeente
62
32
koopt
wel
dagelijks
benodigde
goederen
in
38
68
een
andere
gemeente
100
100
bron
:
huishoudensenquête
Hieruit
blijkt
dat
werken
in
een
andere
gemeente
de
koopgerichtheid
op
de
daar
aanwezige
winkelvoorzieningen
stimuleert
.

autobezit
Daar
82%
van
de
ondervraagde
huishoudens
êén
of
meer
auto
’
s
bezit
,
kan
dit
een
algemeen
verbreid
verschijnsel
worden
genoemd
.

Wanneer
de
groep
autobezitters
wordt
vergeleken
met
de
groep
niet
-
autobezitters
,
dan
blijken
er
toch
sterke
verschillen
in
koopge
-
richtheid
te
bestaan
.

Dit
komt
voornamelijk
tot
uitdrukking
in
de
koopgerichtheid
op
winkelvoorzieningen
in
een
andere
gemeente
.

Tabel
3.11
:
koopgerichtheid
van
huishoudens
(
in
%
)
naar
autobezit
niet-autobezitters
(
n
=
104
)
autobezitters
(
n
=
483
)
koopt
geen
dagelijks
benodigde
goederen
in
71
49
een
andere
gemeente
koopt
wel
dagelijks
benodigde
goederen
in
29
51
een
andere
gemeente
ÏÖÖ
ÏÖÖ
bron
:
huishoudensenquête
Slechts
29%
van
de
ondervraagde
huishoudens
,
die
geen
auto
bezitten
,
koopt
dagelijks
benodigde
goederen
in
een
andere
gemeente
.

Van
die
29%
koopt
ruim
de
helft
daar
slechts
een
klein
gedeelte
(
gem
.
15%
)
.

Het
verschil
komt
tevens
tot
uitdrukking
in
de
koopgerichtheid
op
het
dichtstbijzijnde
winkelcentrum
.

Van
de
niet-autobezittende
huis
-
houdens
koopt
bijna
de
helft
gemiddeld
95%
van
hun
dagelijks
beno
-
digde
goederen
in
het
dichtstbijzijnde
centrum
,
terwijl
slechts
een
kwart
van
de
autobezittende
huishoudens
dit
doet
.

Hieruit
blijkt
dat
niet-autobezittende
huishoudens
niet
alleen
meer
op
de
winkelvoor
-
zieningen
in
eigen
gemeente
gericht
zijn
voor
wat
betreft
dagelijks
benodigde
goederen
,
maar
ook
relatief
meer
kopen
in
het
dichtstbij
-
zijnde
centrum
.

woonlocatie
Als
gevolg
van
de
sterke
gerichtheid
op
Utrecht
van
de
huishoudens
die
ook
in
een
andere
gemeente
dagelijks
benodigde
goederen
kopen
,
heeft
het
geen
zin
meer
om
na
te
gaan
of
de
in
Nieuwegein-zuid
wo
-
NB
:
H
/
A
.25
-
26
-
nende
huishoudens
zich
meer
op
IJsselstein
en
Vianen
richten
.

Wel
kan
de
vraag
gesteld
worden
of
huishoudens
uit
Nieuwegein-zuid
min
-
der
in
een
andere
gemeente
dagelijks
benodigde
goederen
kopen
dan
huishoudens
uit
Nieuwegein-noord
.

Dit
is
niet
het
geval
.
3.4.2
.

Huishoudenskenmerken
en
de
koopgerichtheid
met
betrekking
tot
duur
-
zame
goederen
Verreweg
het
grootste
deel
van
de
ondervraagde
huishoudens
(
85%
)
richt
zich
primair
op
Utrecht
voor
wat
betreft
duurzame
goederen
.

Dit
maakt
het
moeilijk
om
nog
verschillen
in
koopgerichtheid
aan
te
geven
voor
te
onderscheiden
groepen
.

Voor
een
aantal
kenmerken
doen
zich
niet
of
nauwelijks
verschillen
in
koopgerichtheid
voor
.

Zo
oefent
de
variabele
gezinssamenstelling
hier
geen
enkele
invloed
uit
op
de
koopgerichtheid
voor
duurzame
goederen
.

Voor
vrijwel
alle
groepen
huishoudens
neemt
Utrecht
als
koopgemeente
dezelfde
vooraan
-
staande
plaats
in
.

Ook
ten
aanzien
van
het
autobezit
doen
zich
nauwelijks
verschillen
voor
.

Van
de
autobezittende
huishoudens
richt
87%
zich
op
Utrecht
en
van
de
niet-autobezittende
huishoudens
richt
81%
zich
op
Utrecht
.

Het
is
duidelijk
dat
in
dit
geval
het
niet
bezitten
van
een
auto
nauwelijks
een
beletsel
vormt
om
naar
Utrecht
te
gaan
.

Bij
de
overige
kenmerken
is
wel
sprake
van
accentverschillen
.

Ook
bij
deze
kenmerken
is
sprake
van
een
belangrijke
gerichtheid
op
Utrecht
,
maar
er
doen
zich
wel
verschillen
voor
ten
aanzien
van
de
mate
waarin
groepen
huishoudens
zich
op
Utrecht
richten
.

Op
deze
kenmerken
wordt
nader
ingegaan
.

vestigingsjaar
Hier
kan
wel
gesproken
worden
van
een
relatie
tussen
het
jaar
van
vestiging
en
de
koopgerichtheid
voor
duurzame
goederen
.

De
verschil
-
len
in
koopgerichtheid
doen
zich
het
sterkst
voor
tussen
de
autoch
-
tonen
en
de
overige
groepen
.

Tabel
3.12
:
koopgerichtheid
van
huishoudens
(
in
%
)
voor
wat
betreft
duurzame
goederen
naar
vestigingsjaar
voor
1971
(
n
=
122
)
1971
-
1975
(
n
=
72
)
1976
-
1979
(
n
=
232
)
1980
-
1981
(
n
=
161
)
Nieuwegein
33
14
3
3
Utrecht
64
86
93
89
overige
gemeenten
3
—
4
7
100
100
100
100
bron
:
huishoudensenquête
Van
de
autochtone
groep
richt
33%
zich
primair
op
de
winkelvoorzien
-
gen
in
eigen
gemeente
.

Alhoewel
ook
voor
deze
groep
Utrecht
toch
nog
wel
een
belangrijke
plaats
inneemt
,
is
dit
beduidend
minder
in
ver
-
gelijking
met
de
andere
groepen
.

Ook
de
wat
langer
gevestigden
heb
-
ben
de
neiging
zich
wat
meer
op
Nieuwegein
te
richten
.

Hieruit
blijkt
dat
ondanks
het
onvolledige
voorzieningenniveau
de
koopge
-
richtheid
voor
duurzame
goederen
op
de
eigen
gemeente
toch
toeneemt
als
gevolg
van
de
toename
van
de
woonduur
.

vorige
woongemeente
Net
als
bij
de
variabele
vestigingsjaar
doen
de
verschillen
in
koop
-
gerichtheid
zich
het
sterkst
voor
tussen
de
huishoudens
die
altijd
NB
:
H
/
A
.26
1
-
2
7
-
in
Nieuwegein
hebben
gewoond
en
de
huishoudens
die
uit
een
andere
gemeente
afkomstig
zijn
.

Tabel
3.13
:
koopgerichtheid
van
huishoudens
(
in
%
)
voor
wat
betreft
duurzame
goederen
naar
herkomst
Utrecht
(
n
=
254
)
overige
gem
.
prov
.

Utrecht
(
n
=
64
)
overige
gem
.

(
n
=
140
)
autoch
-
tonen
(
n
=
122
)
Nieuwegein
4
3
7
33
Utrecht
95
94
81
64
overige
gemeenten
1
3
12
3
100
100
100
100
bron
:
huishoudensenquête
Het
is
duidelijk
dat
de
uit
Utrecht
afkomstige
huishoudens
ook
het
sterkst
op
Utrecht
zijn
gericht
.

In
dit
opzicht
is
het
interessant
dat
de
koopgerichtheid
van
huishoudens
,
die
afkomstig
zijn
uit
ande
-
re
gemeenten
in
de
provincie
Utrecht
,
nauwelijks
verschilt
van
de
uit
Utrecht
afkomstige
huishoudens
.

Naar
alle
waarschijnlijkheid
richtten
deze
huishoudens
zich
vanuit
hun
vorige
woonplaats
ook
al
op
Utrecht
.

De
van
buiten
de
provincie
afkomstige
huishoudens
verto
-
nen
een
enigszins
afwijkend
beeld
.

Van
deze
groep
geeft
12%
een
andere
gemeente
op
.

Bij
een
controle
van
de
enquête
bleek
dit
doorgaans
de
vorige
woonplaats
te
zijn
.

Ook
bleek
ten
tijde
van
de
uitwerking
reeds
dat
veel
van
deze
huis
-
houdens
hun
vorige
woongemeente
hadden
opgegeven
als
secondaire
koopgemeente
.

Omdat
de
verscheidenheid
aan
genoemde
gemeenten
erg
groot
was
,
is
dit
niet
verder
uitgewerkt
.

Wel
kan
men
hieruit
aflei
-
den
dat
het
vorige
woonmilieu
een
rol
blijft
spelen
in
de
koopge
-
richtheid
van
gemigreerde
huishoudens
.

werkgemeente
Voor
wat
betreft
de
variabele
werkgemeente
kunnen
de
respondenten
(
voornamelijk
vrouwen
)
in
drie
groepen
worden
ingedeeld
:
in
Nieuwe
-
gein
werkende
en
niet-werkende
respondenten
,
in
Utrecht
werkende
respondenten
en
in
een
andere
gemeente
werkende
respondenten
.

De
on
-
derstaande
tabel
geeft
de
accentverschillen
weer
tussen
deze
groe
-
pen
.

Tabel
3.14
:
koopgerichtheid
van
respondenten
(
in
%
)
voor
wat
be
-
treft
duurzame
goederen
naar
werkgemeente
in
Nieuwegein
werkende
en
niet-werkende
respondenten
(
n
=
412
)
in
Utrecht
werkende
respondenten
(
n
=
126
)
in
een
andere
gemeente
wer
-
kende
respon
-
denten
(
n
-
49
)
Nieuwegein
42
3
8
Utrecht
83
95
84
overige
gemeenten
4
2
8
100
100
100
bron
:
huishoudensenquête
De
in
Utrecht
werkende
respondenten
zijn
het
sterkst
op
Utrecht
ge
-
richt
.

Van
de
83%
in
Nieuwegein
werkende
en
niet-werkende
responden
-
ten
hebben
de
meesten
een
partner
,
die
in
Utrecht
werkt
.

Dit
ver
-
NB
:
H
/
A
.27
-
28
-
klaart
waarom
zo
’
n
hoog
percentage
zich
toch
op
Utrecht
richt
,
ter
-
wijl
zij
voor
wat
betreft
het
werk
ogenschijnlijk
geen
directe
band
met
deze
gemeente
hebben
.

Wanneer
de
koopgerichtheid
voor
duurzame
goederen
in
verband
gebracht
wordt
met
de
werkgemeente
van
de
part
-
ner
,
treedt
dit
effect
niet
op
en
komen
de
accentverschillen
iets
duidelijker
naar
voren
.

Tabel
3.15
:
koopgerichtheid
van
partners
(
in
Z
)
voor
wat
betreft
duurzame
goederen
naar
werkgemeente
in
Nieuwegein
werkende
en
niet-werkende
partners
(
n
=
161
)
in
Utrecht
werkende
partners
(
n
=
243
)
in
een
andere
gemeente
wer
-
kende
part
-
ners
(
n
=
102
)
Nieuwegein
18
7
5
Utrecht
79
90
87
overige
gemeenten
4
2
8
100
100
100
bron
:
huishoudensenquête
Ondanks
de
sterke
gerichtheid
op
Utrecht
van
alle
ondervraagde
huis
-
houdens
blijken
de
huishoudens
,
waarvan
één
van
beide
of
beide
leden
in
Utrecht
werken
,
het
sterkst
op
Utrecht
gericht
te
zijn
.

De
werk
-
gemeente
van
respondent
en
/
of
partner
stimuleert
dus
de
koopgericht
-
heid
op
deze
gemeente
.

woonlocatie
Ook
moet
enige
aandacht
worden
geschonken
aan
mogelijke
verschillen
in
koopgerichtheid
tussen
wijken
of
stadsdelen
.

Tussen
de
in
Nieuwe
-
gein-noord
wonende
en
in
Nieuwegein-zuid
wonende
huishoudens
zijn
geen
verschillen
in
koopgerichtheid
te
constateren
.

Wanneer
de
in
Jutphaas-Wijkersloot
,
Hoog-Zandveld
en
Vreeswijk
wonende
huishoudens
worden
vergeleken
met
die
van
de
overige
wijken
,
dan
blijken
er
wel
verschillen
te
bestaan
.

Van
de
drie
genoemde
wijken
(
n
=
210
)
richt
21Z
van
de
huishoudens
zich
op
de
eigen
gemeente
voor
wat
betreft
duurzame
goederen
.

Van
de
overige
wijken
richt
slechts
5%
zich
op
de
eigen
gemeente
.

Dit
verschil
houdt
echter
niet
direct
verband
met
de
ligging
van
de
wijken
.

Het
ligt
meer
voor
de
hand
dat
dit
verschil
te
maken
heeft
met
het
feit
dat
de
autochtonen
en
de
reeds
langer
in
Nieuwegein
gevestigden
voornamelijk
in
deze
wijken
wonen
en
dat
de
winkelvoorzieningen
met
betrekking
tot
duurzame
goederen
zich
in
deze
wijken
concentreren
.

In
het
voorgaande
zijn
de
relaties
beschreven
tussen
de
koopgericht
-
heid
van
(
groepen
)
huishoudens
en
hun
kenmerken
.

Niet
alle
kenmerken
blijken
de
koopgerichtheid
te
beïnvloeden
.

Zo
zijn
verschillen
in
gezinssamenstelling
nauwelijks
van
invloed
.

Andere
kenmerken
,
zoals
de
korte
woonduur
van
huishoudens
,
het
feit
dat
zij
voor
een
belang
-
rijk
deel
afkomstig
zijn
uit
Utrecht
,
en
het
feit
dat
één
van
beide
of
beide
leden
in
Utrecht
werken
,
bevorderen
met
name
de
koopge
-
richtheid
op
winkelvoorzieningen
in
een
andere
gemeente
voor
wat
be
-
treft
dagelijks
benodigde
goederen
.

Het
is
deze
-
specifiek
Nieuwe
-
geinse
-
situatie
,
die
verantwoordelijk
is
voor
een
hogere
koopge
-
richtheid
op
andere
gemeenten
(
met
name
Utrecht
)
dan
onder
normale
omstandigheden
gebruikelijk
is
.

Ook
het
autobezit
vermindert
de
ge
-
bondenheid
aan
het
dichtstbijzijnde
winkelcentrum
en
bevordert
de
NB
:
H
/
A
.28
-
29
-
mogelijkheid
om
elders
in
Nieuwegein
of
in
een
andere
gemeente
dage
-
lijks
benodigde
goederen
te
kopen
.

De
sterke
gerichtheid
op
Utrecht
voor
wat
betreft
duurzame
goederen
moet
in
de
eerste
plaats
worden
toegeschreven
aan
het
gebrek
aan
winkelvoorzieningen
van
deze
aard
in
Nieuwegein
.

Daarnaast
bevorde
-
ren
en
houden
woonduur
,
herkomst
en
werkkring
van
de
huishoudens
deze
gerichtheid
op
Utrecht
in
stand
,
en
dragen
eraan
bij
dat
goed
-
deels
wordt
voorbij
gegaan
aan
die
voorzieningen
die
Nieuwegein
in
dit
opzicht
wel
te
bieden
heeft
.

NB
:
H
/
A
.29
-
30
-
DE
BEOORDELING
VAN
WINKELVOORZIENINGEN
IN
NIEUWEGEIN
EN
DE
INVLOED
OP
DE
KOOPGERICHTHEID
4.1
.

Inleiding
In
1.2
.
is
reeds
aangegeven
waarom
dit
aspect
hier
aan
de
orde
wordt
gesteld
.

Het
sluit
aan
bij
een
tendens
in
de
geografie
die
de
rol
van
menselijke
gedragseigenschappen
benadrukt
.

Dit
impliceert
tevens
een
meer
kwalitatief
gerichte
benadering
.

Aan
een
dergelijke
benade
-
ring
kleven
-
.
naast
de
voordelen
die
het
biedt
-
ook
bezwaren
.

Ook
hierop
is
in
1.2
.
al
gewezen
.

Deze
houden
voornamelijk
verband
met
het
feit
dat
de
bestaande
meet
-
en
analysetechnieken
beperkingen
stellen
aan
de
verwerking
van
gegevens
.

Met
name
het
ordinale
meet
-
niveau
is
hieraan
debet
.

Vandaar
dat
dit
hoofdstuk
een
enigzins
an
-
der
karakter
heeft
dan
het
vorige
.

Het
accent
ligt
hier
niet
op
een
cijfermatige
analyse
,
maar
op
een
beschrijvende
analyse
.
4.2
.

De
beoordeling
van
winkelvoorzieningen
voor
dagelijks
benodigde
goe
-
deren
en
de
invloed
op
de
koopgerichtheid
De
beoordeling
van
winkelvoorzieningen
beperkt
zich
tot
wat
door
de
huishoudens
wordt
gezien
als
het
dichtstbijzijnde
centrum
.

In
onder
-
staande
figuur
zijn
de
resultaten
weergegeven
.

Van
de
ondervraagde
huishoudens
heeft
2%
om
één
of
andere
reden
geen
beoordeling
gege
-
ven
.

Figuur
4.1
:
beoordeling
van
het
dichtstbijzijnde
winkelcentrum
door
de
huishoudens
keuzemogelijkheden
prijsniveau
afstand
parkeervoorzieningen
sfeer
bron
:
huishoudensenquête
betekenis
der
tekens
:
—
zeer
negatieve
beoordeling
-
negatieve
beoordeling
0
neutrale
beoordeling
+
positieve
beoordeling
+
+
zeer
positieve
beoordeling
NB
:
H
/
A
.30
1
-
31
-
Uit
de
figuur
valt
af
te
lezen
dat
de
huishoudens
de
geboden
keuze
-
mogelijkheden
gematigd
positief
beoordelen
.

De
afstand
tot
het
win
-
kelcentrum
beoordeelt
men
positief
en
het
prijsniveau
gematigd
nega
-
tief
.

Parkeervoorzieningen
en
sfeer
nemen
een
vrijwel
neutrale
posi
-
tie
in
,
hetgeen
betekent
dat
men
deze
items
noch
positief
noch
nega
-
tief
beoordeelt
.

Wanneer
dit
beoordelingsbeeld
wordt
bekeken
in
het
licht
van
de
pre
-
ferentiestructuur
van
de
huishoudens
,
is
het
mogelijk
om
iets
meer
reliëf
tussen
de
verschillende
items
aan
te
brengen
.

Overigens
blijkt
het
voor
de
ondervraagde
huishoudens
niet
eenvoudig
te
zijn
om
aan
te
geven
wat
voor
hun
van
doorslaggevend
belang
is
bij
het
kopen
van
dagelijks
benodigde
goederen
.

Zij
werden
in
de
gelegenheid
gesteld
aan
te
geven
welke
van
de
items
zij
onbelangrijk
(
1
)
,
minder
belangrijk
(
2
)
,
belangrijk
(
3
)
en
zeer
belangrijk
(
4
)
vonden
.

De
be
-
antwoording
leidde
tot
de
volgende
resultaten
:
de
gemiddelde
score
voor
keuzemogelijkheden
bedraagt
3,1
;
voor
prijsniveau
3,2
;
voor
af
-
stand
3,1
;
voor
parkeervoorzieningen
2,6
;
en
voor
sfeer
2,9
.

Men
heeft
de
neiging
om
aan
meerdere
factoren
het
predikaat
"
belang
-
rijk
"
te
hechten
.

Hieruit
kan
worden
afgeleid
dat
niet
één
item
be
-
palend
is
,
maar
dat
meerdere
items
tegelijkertijd
een
rol
spelen
in
de
overwegingen
die
ten
grondslag
liggen
aan
het
koopproces
.

Prijs
-
niveau
,
afstand
en
keuzemogelijkheden
nemen
hierbij
een
centrale
plaats
in
.

Het
bovenstaande
beoordelingsbeeld
is
een
totaalbeeld
en
heeft
be
-
trekking
op
meerdere
winkelcentra
.

Het
is
daarom
van
belang
om
na
te
gaan
of
er
geen
winkelcentra
zijn
die
een
afwijkend
beeld
vertonen
.

Twee
winkelcentra
,
de
Gaarde
en
Hoog-Zandveld
,
zijn
anders
beoor
-
deeld
.

De
volgende
figuur
geeft
een
vergelijkend
beeld
.

NB
-
.
H
/
A
.31
-
32
-
Figuur
4.2
:
beoordeling
van
de
Gaarde
en
Hoog-Zandveld
ten
opzichte
van
het
algemene
beoordelingsbeeld
keuzemogelijkheden
prijsniveau
afstand
parkeervoorzieningen
sfeer
bron
:
huishoudensenquête
beoordeling
van
de
Gaarde
(
n
=
141
)
beoordeling
van
Hoog-Zandveld
(
n
=
104
)
algemeen
beoordelingsbeeld
(
n
=
575
)
In
het
algemeen
geldt
dat
de
Gaarde
en
Hoog-Zandveld
minder
positief
beoordeeld
worden
.

Voor
wat
betreft
de
Gaarde
waardeert
men
de
gebo
den
keuzemogelijkheden
minder
positief
en
beoordeelt
men
het
prijs
niveau
negatiever
in
vergelijking
met
de
andere
winkelcentra
.

Ook
de
beoordeling
van
de
afstand
tot
het
winkelcentrum
is
minder
positief
.

Dit
hangt
samen
met
het
feit
dat
de
Gaarde
op
dit
moment
nog
een
groot
verzorgingsgebied
heeft
(
Batau-Noord
;
Batau
Zuid
)
,
omdat
het
wijkcentrum
Batau
nog
niet
gerealiseerd
is
.

Hetzelfde
geldt
eigenlijk
ook
voor
Hoog-Zandveld
.

Omdat
het
buurt
centrum
Oudegein
nog
niet
is
gerealiseerd
ziet
een
groot
deel
van
de
huishoudens
in
Fokkesteeg
Hoog-Zandveld
als
het
dichtstbijzijnde
winkelcentrum
.

Men
heeft
ook
hier
een
negatiever
oordeel
over
het
prijsniveau
.

De
parkeervoorzieningen
van
Hoog-Zandveld
worden
neu
-
traal
beoordeeld
,
maar
neigen
naar
het
negatieve
.

traal
oeoor
e
,
inder
positieve
beoordeling
van
deze
De
vraag
werpt
zich
op
of
een
minder
p
beï
„
vloedt
.

Voor
de
centra
“
ok
.

/
ƒ
.
gen
relftlef
groter
percentage
huishoudens
XTh
^
geXeVe
“
heïd
lageHJU
benodigde
goederen
.

Van
Hoog-Zandveld
kan
dit
niet
gezegd
worden
.

NB
:
H
/
A
.32
-
33
-
Naast
de
verschillen
per
winkelcentrum
kan
ook
de
vraag
gesteld
wor
-
den
of
er
verschillen
in
beoordeling
bestaan
tussen
groepen
huishou
-
dens
.

Wanneer
de
groep
huishoudens
,
die
geen
dagelijks
benodigde
goederen
koopt
in
een
andere
gemeente
,
vergeleken
wordt
met
de
groep
huishoudens
,
die
wel
dagelijks
benodigde
goederen
in
een
andere
ge
-
meente
koopt
,
blijken
er
verschillen
te
bestaan
.

Figuur
4.3
:
beoordeling
van
het
dichtstbijzijnde
centrum
door
twee
groepen
huishoudens
prijsniveau
afstand
sfeer
keuzemogelijkheden
parkeervoorzieningen
bron
:
huishoudensenquête
beoordeling
huishoudens
die
in
een
andere
gemeente
kopen
dagelijks
benodigde
goederen
(
n
=
269
)
beoordeling
huishoudens
die
geen
dagelijks
benodigde
goe
-
deren
in
een
andere
gemeente
kopen
(
n
=
306
)
In
het
algemeen
kan
gesteld
worden
dat
de
huishoudens
,
die
(
ook
)
da
-
gelijks
benodigde
goederen
buiten
de
gemeente
kopen
,
het
dichtstbij
-
zijnde
centrum
minder
positief
beoordelen
.

Het
gaat
dan
vooral
om
de
items
prijsniveau
en
afstand
.

Voor
wat
betreft
keuzemogelijkheden
is
er
sprake
van
een
klein
verschil
.

Het
lijkt
er
dus
op
dat
een
minder
positieve
beoordeling
van
de
eigen
winkelvoorzieningen
mede
tot
ge
-
volg
heeft
dat
men
zich
(
ook
)
richt
op
winkelvoorzieningen
in
een
andere
gemeente
.

Om
dit
te
kunnen
bevestigen
is
het
goed
te
kijken
naar
de
redenen
die
de
huishoudens
zelf
aangeven
voor
hun
koopge
-
richtheid
op
winkelvoorzieningen
in
een
andere
gemeente
.

De
volgende
tabel
geeft
deze
redenen
weer
.

NB
:
H
/
A
.33
-
34
-
Tabel
4.1
:
redenen
van
huishoudens
(
in
%
)
voor
het
kopen
van
dage
-
lijks
benodigde
goederen
in
een
andere
gemeente
le
reden
(
n
=
278
)
2e
reden
(
n
=
278
)
i.v.m
.
werk
in
een
andere
gemeente
21
4
i.v.m
.
vorige
woonplaats
2
2
i.v.m
.
andere
contacten
dan
werk
7
4
i.v.m
.
andere
boodschappen
3
3
i.v.m
.
lage
prijzen
41
9
i.v.m
.
ruime
sortering
13
10
i.v.m
.
goede
